订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额
20906,238,238,天津,2020/2/29 21:24,2020/2/29 21:26,0
20907,77,0,广东省,2020/2/29 21:24,2020/2/29 21:24,77
20908,45,0,广东省,2020/2/29 21:23,,0
20909,236,236,河南省,2020/2/29 21:23,2020/2/29 21:23,0
20910,101,0,天津,2020/2/29 21:23,2020/2/29 21:23,101
20911,119,119,安徽省,2020/2/29 21:23,2020/2/29 21:23,0
20912,45,45,福建省,2020/2/29 21:22,2020/2/29 21:22,0
20913,150,150,安徽省,2020/2/29 21:21,2020/2/29 21:22,0
20914,45,45,浙江省,2020/2/29 21:21,2020/2/29 21:21,0
20915,112,112,广东省,2020/2/29 21:21,2020/2/29 21:21,0
20916,119,0,江苏省,2020/2/29 21:21,,0
20917,37,37,上海,2020/2/29 21:21,2020/2/29 21:21,0
20918,85,85,湖南省,2020/2/29 21:20,2020/2/29 21:20,0
20919,45,45,云南省,2020/2/29 21:20,2020/2/29 21:20,0
20920,336,336,天津,2020/2/29 21:19,2020/2/29 21:20,0
20921,215,215,江苏省,2020/2/29 21:19,2020/2/29 21:19,0
20922,119,119,江苏省,2020/2/29 21:19,2020/2/29 21:19,0
20923,128,128,天津,2020/2/29 21:19,2020/2/29 21:19,0
20924,77,0,湖南省,2020/2/29 21:18,,0
20925,237,0,山东省,2020/2/29 21:18,,0
20926,157,157,重庆,2020/2/29 21:17,2020/2/29 21:17,0
20927,104,0,浙江省,2020/2/29 21:16,,0
20928,77,77,北京,2020/2/29 21:16,2020/2/29 21:16,0
20929,101,101,北京,2020/2/29 21:15,2020/2/29 21:16,0
20930,37,37,福建省,2020/2/29 21:14,2020/2/29 21:15,0
20931,21,0,辽宁省,2020/2/29 21:14,2020/2/29 21:14,21
20932,104,104,陕西省,2020/2/29 21:14,2020/2/29 21:16,0
20933,118,118,江苏省,2020/2/29 21:14,2020/2/29 21:14,0
20934,69,69,重庆,2020/2/29 21:13,2020/2/29 21:14,0
20935,45,45,辽宁省,2020/2/29 21:13,2020/2/29 21:13,0
20936,119,119,上海,2020/2/29 21:13,2020/2/29 21:13,0
20937,45,45,山东省,2020/2/29 21:12,2020/2/29 21:13,0
20938,77,77,天津,2020/2/29 21:12,2020/2/29 21:12,0
20939,236,0,重庆,2020/2/29 21:11,2020/2/29 21:12,236
20940,236,0,重庆,2020/2/29 21:11,,0
20941,104,104,辽宁省,2020/2/29 21:11,2020/2/29 21:12,0
20942,81,81,甘肃省,2020/2/29 21:08,2020/2/29 21:08,0
20943,37,37,上海,2020/2/29 21:08,2020/2/29 21:08,0
20944,80,0,上海,2020/2/29 21:07,2020/2/29 21:08,80
20945,119,119,上海,2020/2/29 21:07,2020/2/29 21:07,0
20946,150,150,陕西省,2020/2/29 21:07,2020/2/29 21:07,0
20947,119,119,上海,2020/2/29 21:07,2020/2/29 21:07,0
20948,119,0,山东省,2020/2/29 21:07,2020/2/29 21:07,119
20949,45,45,湖南省,2020/2/29 21:06,2020/2/29 21:15,0
20950,37,0,广东省,2020/2/29 21:06,,0
20951,150,150,湖南省,2020/2/29 21:06,2020/2/29 21:06,0
20952,151,0,上海,2020/2/29 21:05,2020/2/29 21:05,151
20953,21,21,山东省,2020/2/29 21:04,2020/2/29 21:04,0
20954,37,37,安徽省,2020/2/29 21:04,2020/2/29 21:04,0
20955,356,356,四川省,2020/2/29 21:02,2020/2/29 21:03,0
20956,37,37,广东省,2020/2/29 21:02,2020/2/29 21:02,0
20957,69,69,江苏省,2020/2/29 21:02,2020/2/29 21:02,0
20958,45,0,广西壮族自治区,2020/2/29 21:01,2020/2/29 21:01,45
20959,45,0,广西壮族自治区,2020/2/29 21:01,,0
20960,101,101,上海,2020/2/29 21:00,2020/2/29 21:00,0
20961,61,61,山西省,2020/2/29 21:00,2020/2/29 21:00,0
20962,37,37,湖南省,2020/2/29 21:00,2020/2/29 21:00,0
20963,119,0,陕西省,2020/2/29 20:59,,0
20964,64,64,山东省,2020/2/29 20:59,2020/2/29 21:03,0
20965,104,0,江苏省,2020/2/29 20:59,2020/2/29 21:02,104
20966,37,37,浙江省,2020/2/29 20:59,2020/2/29 21:00,0
20967,45,0,广东省,2020/2/29 20:59,,0
20968,119,119,广东省,2020/2/29 20:59,2020/2/29 20:59,0
20969,119,0,山东省,2020/2/29 20:59,,0
20970,214,214,海南省,2020/2/29 20:58,2020/2/29 20:58,0
20971,43,43,广东省,2020/2/29 20:58,2020/2/29 20:59,0
20972,119,0,天津,2020/2/29 20:57,,0
20973,37,0,广东省,2020/2/29 20:57,,0
20974,104,104,湖南省,2020/2/29 20:56,2020/2/29 20:56,0
20975,101,101,北京,2020/2/29 20:56,2020/2/29 20:56,0
20976,37,37,广东省,2020/2/29 20:55,2020/2/29 20:55,0
20977,159,0,云南省,2020/2/29 20:55,2020/2/29 20:55,159
20978,128,128,广东省,2020/2/29 20:55,2020/2/29 20:55,0
20979,188,188,江苏省,2020/2/29 20:54,2020/2/29 20:54,0
20980,119,119,陕西省,2020/2/29 20:54,2020/2/29 20:54,0
20981,119,119,山东省,2020/2/29 20:53,2020/2/29 20:54,0
20982,37,37,北京,2020/2/29 20:52,2020/2/29 20:52,0
20983,168,0,云南省,2020/2/29 20:51,,0
20984,37,0,上海,2020/2/29 20:51,2020/2/29 20:51,37
20985,45,45,重庆,2020/2/29 20:50,2020/2/29 20:51,0
20986,108,0,广东省,2020/2/29 20:50,,0
20987,176,176,四川省,2020/2/29 20:50,2020/2/29 20:50,0
20988,69,69,江苏省,2020/2/29 20:50,2020/2/29 20:50,0
20989,247,247,山西省,2020/2/29 20:49,2020/2/29 20:50,0
20990,119,0,广东省,2020/2/29 20:49,,0
20991,69,69,湖南省,2020/2/29 20:49,2020/2/29 20:49,0
20992,119,0,天津,2020/2/29 20:49,2020/2/29 20:49,119
20993,119,119,天津,2020/2/29 20:49,2020/2/29 20:49,0
20994,150,0,广东省,2020/2/29 20:48,,0
20995,160,0,河南省,2020/2/29 20:48,,0
20996,119,119,浙江省,2020/2/29 20:47,2020/2/29 20:48,0
20997,119,119,河南省,2020/2/29 20:47,2020/2/29 20:47,0
20998,118,0,陕西省,2020/2/29 20:46,,0
20999,128,0,江苏省,2020/2/29 20:46,,0
21000,151,151,山东省,2020/2/29 20:46,2020/2/29 20:46,0
21001,53,53,江苏省,2020/2/29 20:45,2020/2/29 20:46,0
21002,102,102,四川省,2020/2/29 20:45,2020/2/29 20:46,0
21003,81,81,山东省,2020/2/29 20:45,2020/2/29 20:46,0
21004,119,0,海南省,2020/2/29 20:44,,0
21005,195,195,山东省,2020/2/29 20:44,2020/2/29 20:44,0
21006,238,238,山东省,2020/2/29 20:43,2020/2/29 20:43,0
21007,151,151,河北省,2020/2/29 20:43,2020/2/29 20:43,0
21008,119,0,四川省,2020/2/29 20:42,,0
21009,37,37,北京,2020/2/29 20:42,2020/2/29 20:42,0
21010,238,238,天津,2020/2/29 20:42,2020/2/29 20:42,0
21011,119,119,天津,2020/2/29 20:41,2020/2/29 20:41,0
21012,37,37,辽宁省,2020/2/29 20:41,2020/2/29 20:41,0
21013,160,160,河南省,2020/2/29 20:41,2020/2/29 20:41,0
21014,37,0,天津,2020/2/29 20:41,,0
21015,37,0,上海,2020/2/29 20:41,,0
21016,43,43,辽宁省,2020/2/29 20:40,2020/2/29 20:40,0
21017,37,0,天津,2020/2/29 20:40,,0
21018,118,118,海南省,2020/2/29 20:40,2020/2/29 20:40,0
21019,340,340,云南省,2020/2/29 20:39,2020/2/29 20:39,0
21020,69,69,江苏省,2020/2/29 20:39,2020/2/29 20:39,0
21021,160,0,河南省,2020/2/29 20:38,,0
21022,120,120,北京,2020/2/29 20:38,2020/3/1 8:01,0
21023,265,265,新疆维吾尔自治区,2020/2/29 20:37,2020/2/29 20:37,0
21024,128,128,广西壮族自治区,2020/2/29 20:37,2020/2/29 20:37,0
21025,45,45,上海,2020/2/29 20:37,2020/2/29 20:37,0
21026,192,192,江苏省,2020/2/29 20:36,2020/2/29 20:36,0
21027,119,119,天津,2020/2/29 20:36,2020/2/29 20:37,0
21028,128,0,广东省,2020/2/29 20:36,,0
21029,45,45,浙江省,2020/2/29 20:35,2020/2/29 20:35,0
21030,237,237,天津,2020/2/29 20:34,2020/2/29 20:34,0
21031,151,151,江苏省,2020/2/29 20:34,2020/2/29 20:34,0
21032,119,119,辽宁省,2020/2/29 20:34,2020/2/29 20:35,0
21033,21,0,云南省,2020/2/29 20:33,,0
21034,37,0,四川省,2020/2/29 20:33,,0
21035,43,43,江西省,2020/2/29 20:32,2020/2/29 20:32,0
21036,54,54,湖南省,2020/2/29 20:32,2020/2/29 20:33,0
21037,45,45,海南省,2020/2/29 20:32,2020/2/29 20:32,0
21038,37,37,广东省,2020/2/29 20:32,2020/2/29 20:32,0
21039,158,0,重庆,2020/2/29 20:32,2020/2/29 20:32,158
21040,43,0,浙江省,2020/2/29 20:32,,0
21041,188,188,江苏省,2020/2/29 20:31,2020/2/29 20:32,0
21042,269,269,上海,2020/2/29 20:31,2020/2/29 20:31,0
21043,118,118,四川省,2020/2/29 20:30,2020/2/29 20:31,0
21044,118,0,重庆,2020/2/29 20:30,2020/2/29 20:30,118
21045,119,119,河南省,2020/2/29 20:29,2020/2/29 20:29,0
21046,45,0,广东省,2020/2/29 20:28,2020/2/29 20:28,45
21047,183,183,河北省,2020/2/29 20:28,2020/2/29 20:28,0
21048,119,119,河南省,2020/2/29 20:28,2020/2/29 20:30,0
21049,85,85,河北省,2020/2/29 20:28,2020/2/29 20:28,0
21050,119,119,北京,2020/2/29 20:28,2020/2/29 20:29,0
21051,119,119,云南省,2020/2/29 20:28,2020/2/29 20:28,0
21052,118,118,云南省,2020/2/29 20:27,2020/2/29 20:27,0
21053,119,119,江苏省,2020/2/29 20:26,2020/2/29 20:26,0
21054,236,236,河南省,2020/2/29 20:26,2020/2/29 20:26,0
21055,37,0,上海,2020/2/29 20:25,,0
21056,45,45,天津,2020/2/29 20:25,2020/2/29 20:25,0
21057,168,168,辽宁省,2020/2/29 20:24,2020/2/29 20:24,0
21058,69,69,甘肃省,2020/2/29 20:23,2020/2/29 20:25,0
21059,69,69,山东省,2020/2/29 20:22,2020/2/29 20:22,0
21060,37,37,江西省,2020/2/29 20:21,2020/2/29 20:21,0
21061,43,43,北京,2020/2/29 20:20,2020/2/29 20:20,0
21062,53,53,广东省,2020/2/29 20:20,2020/2/29 20:25,0
21063,237,237,河南省,2020/2/29 20:19,2020/2/29 20:19,0
21064,190,0,四川省,2020/2/29 20:19,2020/2/29 20:19,190
21065,69,69,上海,2020/2/29 20:19,2020/2/29 20:19,0
21066,119,0,陕西省,2020/2/29 20:18,,0
21067,43,43,辽宁省,2020/2/29 20:18,2020/2/29 20:19,0
21068,21,21,河南省,2020/2/29 20:18,2020/2/29 20:19,0
21069,238,238,湖南省,2020/2/29 20:18,2020/2/29 20:18,0
21070,53,37,浙江省,2020/2/29 20:17,2020/2/29 20:17,16
21071,69,69,天津,2020/2/29 20:17,2020/2/29 20:17,0
21072,77,77,江苏省,2020/2/29 20:17,2020/2/29 20:17,0
21073,119,0,陕西省,2020/2/29 20:16,,0
21074,118,118,山东省,2020/2/29 20:16,2020/2/29 20:16,0
21075,119,119,重庆,2020/2/29 20:16,2020/2/29 20:16,0
21076,151,0,辽宁省,2020/2/29 20:15,2020/2/29 20:16,151
21077,21,21,河北省,2020/2/29 20:15,2020/2/29 20:15,0
21078,81,81,上海,2020/2/29 20:15,2020/2/29 20:15,0
21079,119,119,安徽省,2020/2/29 20:14,2020/2/29 20:18,0
21080,128,0,辽宁省,2020/2/29 20:13,2020/2/29 20:14,128
21081,37,37,四川省,2020/2/29 20:13,2020/2/29 20:13,0
21082,53,53,上海,2020/2/29 20:13,2020/2/29 20:13,0
21083,37,0,广东省,2020/2/29 20:12,2020/2/29 20:12,37
21084,119,0,河北省,2020/2/29 20:12,2020/2/29 20:12,119
21085,119,119,上海,2020/2/29 20:11,2020/2/29 20:12,0
21086,119,119,山东省,2020/2/29 20:09,2020/2/29 20:09,0
21087,119,119,湖南省,2020/2/29 20:09,2020/2/29 20:09,0
21088,45,45,吉林省,2020/2/29 20:08,2020/2/29 20:09,0
21089,45,45,四川省,2020/2/29 20:08,2020/2/29 20:08,0
21090,77,0,内蒙古自治区,2020/2/29 20:08,2020/2/29 20:08,77
21091,85,85,河北省,2020/2/29 20:07,2020/2/29 20:09,0
21092,388,388,重庆,2020/2/29 20:06,2020/2/29 20:07,0
21093,119,0,河南省,2020/2/29 20:05,,0
21094,45,45,江苏省,2020/2/29 20:05,2020/2/29 20:05,0
21095,37,0,内蒙古自治区,2020/2/29 20:05,,0
21096,45,45,四川省,2020/2/29 20:04,2020/2/29 20:04,0
21097,192,192,北京,2020/2/29 20:04,2020/2/29 20:04,0
21098,45,45,浙江省,2020/2/29 20:03,2020/2/29 20:03,0
21099,53,53,河北省,2020/2/29 20:02,2020/2/29 20:02,0
21100,236,236,河北省,2020/2/29 20:02,2020/2/29 20:02,0
21101,173,173,重庆,2020/2/29 20:01,2020/2/29 20:01,0
21102,37,0,浙江省,2020/2/29 20:00,,0
21103,37,37,北京,2020/2/29 20:00,2020/2/29 20:00,0
21104,21,0,北京,2020/2/29 19:59,,0
21105,119,119,江苏省,2020/2/29 19:58,2020/2/29 19:59,0
21106,101,101,四川省,2020/2/29 19:58,2020/2/29 19:58,0
21107,104,104,山东省,2020/2/29 19:58,2020/2/29 19:58,0
21108,128,128,上海,2020/2/29 19:57,2020/2/29 19:58,0
21109,119,119,北京,2020/2/29 19:56,2020/2/29 19:56,0
21110,119,0,上海,2020/2/29 19:56,2020/2/29 19:56,119
21111,119,0,北京,2020/2/29 19:55,,0
21112,119,119,北京,2020/2/29 19:55,2020/2/29 19:55,0
21113,85,85,天津,2020/2/29 19:54,2020/2/29 19:54,0
21114,119,119,江苏省,2020/2/29 19:54,2020/2/29 20:17,0
21115,151,151,辽宁省,2020/2/29 19:53,2020/2/29 19:54,0
21116,168,168,广东省,2020/2/29 19:53,2020/2/29 19:53,0
21117,119,119,辽宁省,2020/2/29 19:52,2020/2/29 19:52,0
21118,150,150,重庆,2020/2/29 19:50,2020/2/29 19:50,0
21119,45,0,广东省,2020/2/29 19:49,2020/2/29 19:49,45
21120,128,128,山东省,2020/2/29 19:49,2020/2/29 19:49,0
21121,135,0,辽宁省,2020/2/29 19:48,2020/2/29 19:50,135
21122,114,114,北京,2020/2/29 19:48,2020/2/29 19:48,0
21123,37,37,北京,2020/2/29 19:47,2020/2/29 19:48,0
21124,159,0,福建省,2020/2/29 19:45,2020/2/29 19:45,159
21125,37,37,北京,2020/2/29 19:45,2020/2/29 19:45,0
21126,37,37,天津,2020/2/29 19:44,2020/2/29 19:44,0
21127,21,0,天津,2020/2/29 19:44,2020/3/1 9:29,21
21128,112,112,上海,2020/2/29 19:43,2020/2/29 19:44,0
21129,45,0,四川省,2020/2/29 19:43,2020/2/29 19:43,45
21130,135,0,福建省,2020/2/29 19:43,2020/2/29 19:43,135
21131,69,0,湖南省,2020/2/29 19:42,,0
21132,53,53,河南省,2020/2/29 19:42,2020/2/29 19:44,0
21133,21,21,河北省,2020/2/29 19:42,2020/2/29 19:42,0
21134,45,45,河北省,2020/2/29 19:42,2020/2/29 19:42,0
21135,128,128,北京,2020/2/29 19:41,2020/2/29 19:42,0
21136,37,37,贵州省,2020/2/29 19:41,2020/2/29 19:42,0
21137,37,37,黑龙江省,2020/2/29 19:41,2020/2/29 19:41,0
21138,85,85,山东省,2020/2/29 19:41,2020/2/29 19:41,0
21139,37,0,辽宁省,2020/2/29 19:41,,0
21140,226,226,山西省,2020/2/29 19:41,2020/2/29 19:41,0
21141,104,104,辽宁省,2020/2/29 19:36,2020/2/29 19:37,0
21142,118,118,上海,2020/2/29 19:36,2020/2/29 19:36,0
21143,102,102,天津,2020/2/29 19:35,2020/2/29 19:36,0
21144,119,119,云南省,2020/2/29 19:35,2020/2/29 19:35,0
21145,118,118,山东省,2020/2/29 19:35,2020/2/29 19:35,0
21146,238,238,广东省,2020/2/29 19:34,2020/2/29 19:34,0
21147,150,150,北京,2020/2/29 19:32,2020/2/29 19:33,0
21148,119,119,江苏省,2020/2/29 19:31,2020/2/29 19:31,0
21149,237,99,重庆,2020/2/29 19:29,2020/2/29 19:30,138
21150,183,183,辽宁省,2020/2/29 19:29,2020/2/29 19:34,0
21151,236,0,河北省,2020/2/29 19:29,,0
21152,237,237,天津,2020/2/29 19:29,2020/2/29 19:29,0
21153,188,188,山东省,2020/2/29 19:28,2020/2/29 19:28,0
21154,37,37,上海,2020/2/29 19:27,2020/2/29 19:28,0
21155,53,53,上海,2020/2/29 19:27,2020/2/29 19:27,0
21156,119,119,山东省,2020/2/29 19:27,2020/2/29 19:27,0
21157,118,0,河北省,2020/2/29 19:26,,0
21158,136,136,河北省,2020/2/29 19:26,2020/2/29 19:26,0
21159,151,0,广西壮族自治区,2020/2/29 19:26,,0
21160,119,119,北京,2020/2/29 19:26,2020/2/29 19:26,0
21161,32,32,重庆,2020/2/29 19:25,2020/2/29 19:28,0
21162,118,118,广西壮族自治区,2020/2/29 19:25,2020/2/29 19:40,0
21163,238,238,贵州省,2020/2/29 19:24,2020/2/29 19:24,0
21164,119,0,广东省,2020/2/29 19:24,2020/2/29 19:24,119
21165,37,0,广东省,2020/2/29 19:24,2020/2/29 19:25,37
21166,238,238,山东省,2020/2/29 19:24,2020/2/29 19:25,0
21167,158,158,上海,2020/2/29 19:23,2020/2/29 19:24,0
21168,69,69,安徽省,2020/2/29 19:22,2020/2/29 19:22,0
21169,238,0,天津,2020/2/29 19:21,2020/2/29 19:21,238
21170,119,119,山西省,2020/2/29 19:21,2020/2/29 19:21,0
21171,118,118,山东省,2020/2/29 19:20,2020/2/29 19:20,0
21172,32,32,河北省,2020/2/29 19:19,2020/2/29 19:23,0
21173,37,0,北京,2020/2/29 19:19,,0
21174,214,32,河北省,2020/2/29 19:19,2020/2/29 19:19,182
21175,45,0,上海,2020/2/29 19:18,2020/2/29 19:18,45
21176,53,53,广东省,2020/2/29 19:18,2020/2/29 19:18,0
21177,120,120,天津,2020/2/29 19:17,2020/2/29 19:17,0
21178,37,37,上海,2020/2/29 19:17,2020/2/29 19:17,0
21179,69,69,辽宁省,2020/2/29 19:15,2020/2/29 19:15,0
21180,119,0,重庆,2020/2/29 19:14,2020/2/29 19:14,119
21181,43,43,上海,2020/2/29 19:13,2020/2/29 19:13,0
21182,37,0,江苏省,2020/2/29 19:13,,0
21183,69,69,广西壮族自治区,2020/2/29 19:13,2020/2/29 19:13,0
21184,128,128,宁夏回族自治区,2020/2/29 19:13,2020/2/29 19:13,0
21185,38,38,天津,2020/2/29 19:10,2020/2/29 19:13,0
21186,53,53,重庆,2020/2/29 19:10,2020/2/29 19:10,0
21187,85,0,辽宁省,2020/2/29 19:10,2020/2/29 19:10,85
21188,45,45,山东省,2020/2/29 19:09,2020/2/29 19:10,0
21189,37,0,北京,2020/2/29 19:08,2020/2/29 19:09,37
21190,69,69,山东省,2020/2/29 19:08,2020/2/29 19:09,0
21191,119,119,辽宁省,2020/2/29 19:08,2020/2/29 19:08,0
21192,69,0,广东省,2020/2/29 19:08,2020/2/29 19:08,69
21193,96,96,河北省,2020/2/29 19:07,2020/2/29 19:09,0
21194,119,119,浙江省,2020/2/29 19:06,2020/2/29 19:06,0
21195,37,0,广东省,2020/2/29 19:06,,0
21196,101,0,北京,2020/2/29 19:06,,0
21197,114,0,河南省,2020/2/29 19:05,2020/2/29 19:08,114
21198,21,21,山东省,2020/2/29 19:05,2020/2/29 19:05,0
21199,476,476,河北省,2020/2/29 19:05,2020/2/29 19:05,0
21200,195,195,上海,2020/2/29 19:04,2020/2/29 19:04,0
21201,157,157,上海,2020/2/29 19:04,2020/2/29 19:04,0
21202,476,0,河北省,2020/2/29 19:03,,0
21203,77,77,湖南省,2020/2/29 19:01,2020/2/29 19:01,0
21204,128,128,北京,2020/2/29 19:01,2020/2/29 19:01,0
21205,104,104,四川省,2020/2/29 19:00,2020/2/29 19:01,0
21206,119,119,四川省,2020/2/29 19:00,2020/2/29 19:00,0
21207,45,0,山东省,2020/2/29 19:00,,0
21208,104,104,江苏省,2020/2/29 18:59,2020/2/29 18:59,0
21209,119,119,浙江省,2020/2/29 18:58,2020/2/29 18:58,0
21210,128,0,北京,2020/2/29 18:58,2020/2/29 18:58,128
21211,37,37,湖南省,2020/2/29 18:57,2020/2/29 18:57,0
21212,21,21,重庆,2020/2/29 18:57,2020/2/29 18:57,0
21213,16,16,北京,2020/2/29 18:56,2020/2/29 18:58,0
21214,104,104,浙江省,2020/2/29 18:56,2020/2/29 18:58,0
21215,77,0,北京,2020/2/29 18:52,2020/2/29 18:52,77
21216,101,101,河北省,2020/2/29 18:51,2020/2/29 18:52,0
21217,85,85,广东省,2020/2/29 18:51,2020/2/29 18:51,0
21218,77,77,河北省,2020/2/29 18:50,2020/2/29 18:51,0
21219,104,104,重庆,2020/2/29 18:49,2020/2/29 18:50,0
21220,85,85,北京,2020/2/29 18:49,2020/2/29 18:49,0
21221,85,85,河北省,2020/2/29 18:48,2020/2/29 18:48,0
21222,85,85,江苏省,2020/2/29 18:48,2020/2/29 18:48,0
21223,45,45,上海,2020/2/29 18:47,2020/2/29 18:48,0
21224,85,0,北京,2020/2/29 18:47,,0
21225,69,69,河北省,2020/2/29 18:47,2020/2/29 18:47,0
21226,37,37,辽宁省,2020/2/29 18:46,2020/2/29 18:47,0
21227,37,0,辽宁省,2020/2/29 18:46,,0
21228,81,81,甘肃省,2020/2/29 18:44,2020/2/29 18:44,0
21229,104,104,山西省,2020/2/29 18:43,2020/2/29 18:43,0
21230,77,77,福建省,2020/2/29 18:42,2020/2/29 18:42,0
21231,53,53,浙江省,2020/2/29 18:41,2020/2/29 18:41,0
21232,45,45,天津,2020/2/29 18:40,2020/2/29 18:40,0
21233,69,5,四川省,2020/2/29 18:39,2020/2/29 18:39,64
21234,128,128,浙江省,2020/2/29 18:39,2020/2/29 18:39,0
21235,37,37,山东省,2020/2/29 18:38,2020/2/29 18:38,0
21236,144,144,广东省,2020/2/29 18:36,2020/2/29 18:36,0
21237,312,312,辽宁省,2020/2/29 18:36,2020/2/29 18:37,0
21238,37,37,江西省,2020/2/29 18:33,2020/2/29 18:33,0
21239,37,37,山东省,2020/2/29 18:32,2020/2/29 18:32,0
21240,120,120,吉林省,2020/2/29 18:31,2020/2/29 18:31,0
21241,77,77,河北省,2020/2/29 18:28,2020/2/29 18:28,0
21242,120,120,上海,2020/2/29 18:25,2020/2/29 18:25,0
21243,75,75,重庆,2020/2/29 18:25,2020/2/29 18:25,0
21244,43,43,重庆,2020/2/29 18:24,2020/2/29 18:24,0
21245,134,134,湖南省,2020/2/29 18:23,2020/2/29 18:23,0
21246,37,0,江苏省,2020/2/29 18:20,,0
21247,81,81,辽宁省,2020/2/29 18:19,2020/2/29 18:19,0
21248,45,45,上海,2020/2/29 18:18,2020/2/29 18:18,0
21249,256,256,辽宁省,2020/2/29 18:17,2020/2/29 18:17,0
21250,120,120,陕西省,2020/2/29 18:16,2020/2/29 18:16,0
21251,45,45,上海,2020/2/29 18:15,2020/2/29 18:16,0
21252,77,77,北京,2020/2/29 18:14,2020/2/29 18:14,0
21253,45,0,湖南省,2020/2/29 18:14,2020/2/29 18:14,45
21254,45,45,广西壮族自治区,2020/2/29 18:13,2020/2/29 18:13,0
21255,85,85,山东省,2020/2/29 18:12,2020/2/29 18:13,0
21256,85,0,吉林省,2020/2/29 18:12,,0
21257,96,0,安徽省,2020/2/29 18:12,2020/2/29 18:13,96
21258,184,184,北京,2020/2/29 18:12,2020/2/29 18:12,0
21259,85,0,山东省,2020/2/29 18:11,,0
21260,250,250,上海,2020/2/29 18:11,2020/2/29 18:11,0
21261,85,85,江苏省,2020/2/29 18:11,2020/2/29 18:11,0
21262,21,0,广西壮族自治区,2020/2/29 18:10,,0
21263,192,192,山东省,2020/2/29 18:10,2020/2/29 18:10,0
21264,45,0,江苏省,2020/2/29 18:10,,0
21265,37,0,重庆,2020/2/29 18:08,,0
21266,16,16,甘肃省,2020/2/29 18:07,2020/2/29 18:09,0
21267,45,0,江苏省,2020/2/29 18:07,2020/2/29 18:07,45
21268,53,5,山东省,2020/2/29 18:07,2020/2/29 18:07,48
21269,45,45,辽宁省,2020/2/29 18:04,2020/2/29 18:04,0
21270,53,53,安徽省,2020/2/29 18:03,2020/2/29 18:04,0
21271,85,85,北京,2020/2/29 18:03,2020/2/29 18:06,0
21272,45,45,上海,2020/2/29 18:03,2020/2/29 18:03,0
21273,78,78,陕西省,2020/2/29 18:02,2020/2/29 18:02,0
21274,120,120,上海,2020/2/29 18:02,2020/2/29 18:03,0
21275,40,0,河南省,2020/2/29 18:00,2020/2/29 18:01,40
21276,69,69,重庆,2020/2/29 17:57,2020/2/29 17:57,0
21277,112,112,重庆,2020/2/29 17:55,2020/2/29 17:55,0
21278,81,0,重庆,2020/2/29 17:55,,0
21279,77,77,山东省,2020/2/29 17:54,2020/2/29 17:54,0
21280,53,53,北京,2020/2/29 17:54,2020/2/29 19:09,0
21281,152,152,北京,2020/2/29 17:52,2020/2/29 17:52,0
21282,112,112,重庆,2020/2/29 17:52,2020/2/29 17:52,0
21283,112,0,辽宁省,2020/2/29 17:51,2020/2/29 17:51,112
21284,69,69,北京,2020/2/29 17:51,2020/2/29 17:51,0
21285,53,53,山东省,2020/2/29 17:48,2020/2/29 17:50,0
21286,45,45,湖南省,2020/2/29 17:46,2020/2/29 17:47,0
21287,85,85,广东省,2020/2/29 17:46,2020/2/29 17:46,0
21288,85,85,贵州省,2020/2/29 17:44,2020/2/29 17:44,0
21289,69,69,广东省,2020/2/29 17:43,2020/2/29 17:43,0
21290,45,45,云南省,2020/2/29 17:43,2020/2/29 17:43,0
21291,217,0,新疆维吾尔自治区,2020/2/29 17:43,2020/2/29 17:44,217
21292,101,101,吉林省,2020/2/29 17:42,2020/2/29 17:43,0
21293,37,37,河北省,2020/2/29 17:40,2020/2/29 17:40,0
21294,37,0,广东省,2020/2/29 17:40,2020/2/29 17:40,37
21295,128,0,重庆,2020/2/29 17:39,2020/2/29 17:39,128
21296,128,128,上海,2020/2/29 17:38,2020/2/29 17:38,0
21297,120,0,重庆,2020/2/29 17:38,2020/2/29 17:38,120
21298,104,0,四川省,2020/2/29 17:38,2020/2/29 17:39,104
21299,45,45,山东省,2020/2/29 17:38,2020/2/29 17:38,0
21300,45,45,广东省,2020/2/29 17:37,2020/2/29 17:37,0
21301,144,144,上海,2020/2/29 17:37,2020/2/29 17:37,0
21302,128,128,天津,2020/2/29 17:36,2020/2/29 17:37,0
21303,93,0,天津,2020/2/29 17:35,2020/2/29 17:35,93
21304,128,0,广东省,2020/2/29 17:35,2020/2/29 17:35,128
21305,81,81,北京,2020/2/29 17:34,2020/2/29 17:34,0
21306,128,0,上海,2020/2/29 17:34,2020/2/29 17:34,128
21307,53,53,江西省,2020/2/29 17:32,2020/2/29 17:32,0
21308,128,128,山东省,2020/2/29 17:32,2020/2/29 17:33,0
21309,85,85,四川省,2020/2/29 17:32,2020/2/29 17:32,0
21310,45,45,北京,2020/2/29 17:30,2020/2/29 17:30,0
21311,222,222,安徽省,2020/2/29 17:29,2020/2/29 17:29,0
21312,37,37,上海,2020/2/29 17:29,2020/2/29 17:29,0
21313,37,37,四川省,2020/2/29 17:27,2020/2/29 17:27,0
21314,144,144,吉林省,2020/2/29 17:27,2020/2/29 17:27,0
21315,120,120,辽宁省,2020/2/29 17:26,2020/2/29 17:26,0
21316,45,45,浙江省,2020/2/29 17:26,2020/2/29 17:26,0
21317,104,104,北京,2020/2/29 17:25,2020/2/29 17:25,0
